T(K)           P(bar)         H2O,wt%        rho,kg/m3     
  393.349        56040.2        11.8202        2949.35     
  399.080        56040.2        11.8202        2948.99     
  404.811        56040.2        11.8202        2948.63     
  410.542        56040.2        11.8207        2948.24     
  416.273        56040.2        11.8207        2947.87     
  422.004        56040.2        11.8207        2947.51     
  427.735        56040.2        11.8210        2947.12     
  433.466        56040.2        11.8210        2946.75     
  439.197        56040.2        11.8210        2946.38     
  444.928        56040.2        11.8210        2946.01     
  450.659        56040.2        11.8214        2945.62     
  456.390        56040.2        11.8214        2945.24     
  462.120        56040.2        11.8214        2944.87     
  467.851        56040.2        11.8212        2944.50     
  473.582        56040.2        11.8212        2944.12     
  479.313        56040.2        11.8212        2943.74     
  485.044        56040.2        11.8208        2943.37     
  490.775        56040.2        11.8208        2942.99     
  496.506        56040.2        11.8208        2942.61     
  502.237        56040.2        11.8202        2942.26     
  507.968        56040.2        11.8202        2941.87     
  513.699        56040.2        11.8202        2941.48     
  519.430        56040.2        11.8192        2941.14     
  525.161        56040.2        11.8192        2940.75     
  530.892        56040.2        11.8192        2940.36     
  536.622        56040.2        11.8180        2940.03     
  542.353        56040.2        11.8180        2939.64     
  548.084        56040.2        11.8180        2939.25     
  553.815        56040.2        11.8180        2938.86     
  559.546        56040.2        11.8164        2938.54     
  565.277        56040.2        11.8164        2938.15     
  571.008        56040.2        11.8164        2937.75     
  576.739        56040.2        11.8144        2937.45     
  582.470        56040.2        11.8144        2937.05     
  588.201        56040.2        11.8144        2936.66     
  593.932        56040.2        11.8120        2936.38     
  599.663        56040.2        11.8115        2936.00     
  605.394        56040.2        11.8115        2935.60     
  611.124        56040.2        11.8115        2935.20     
  616.855        56040.2        11.8115        2934.80     
  622.586        56040.2        11.3391        2931.34     
  628.317        56040.2        11.3373        2931.03     
  634.048        56040.2        11.3351        2930.73     
  639.779        56040.2        11.3340        2930.40     
  645.510        56040.2        11.3314        2930.12     
  651.241        56040.2        11.3296        2929.81     
  656.972        56040.2        11.3280        2929.49     
  662.703        56040.2        11.3264        2929.17     
  668.434        56040.2        11.3249        2928.85     
  674.165        56040.2        11.3220        2928.59     
  679.896        56040.2        11.3203        2928.27     
  685.627        56040.2        11.3181        2927.97     
  691.357        56040.2        10.9258        2942.58     
  697.088        56040.2        10.9232        2942.30     
  702.819        56040.2        10.9206        2942.02     
  708.550        56040.2        10.5038        2937.90     
  714.281        56040.2        10.4612        2936.18     
  720.012        56040.2        9.63947        2980.65     
  725.743        56040.2        6.19386        3185.84     
  731.474        56040.2        5.24528        3247.28     
  737.205        56040.2        5.18200        3250.94     
  742.936        56040.2        5.18106        3250.44     
  748.667        56040.2        5.15246        3250.72     
  754.398        56040.2        4.92102        3256.65     
  760.129        56040.2        4.80062        3259.62     
  765.859        56040.2        4.10295        3278.26     
  771.590        56040.2        4.27750        3273.26     
  777.321        56040.2        4.00542        3280.43     
  783.052        56040.2        3.11508        3304.68     
  788.783        56040.2        2.78593        3313.63     
  794.514        56040.2        2.16270        3330.89     
  800.245        56040.2        1.93288        3337.19     
  805.976        56040.2        1.18859        3358.17     
  811.707        56040.2        1.18661        3357.75     
  817.438        56040.2       0.521236        3404.91     
  823.169        56040.2       0.114967E-001   3441.78     
  828.900        56040.2       0.114967E-001   3441.19     
  834.631        56040.2       0.114967E-001   3440.60     
  840.361        56040.2       0.114967E-001   3440.02     
  846.092        56040.2       0.114967E-001   3439.43     
  851.823        56040.2       0.114967E-001   3438.84     
  857.554        56040.2       0.114967E-001   3438.25     
  863.285        56040.2       0.114967E-001   3437.65     
  869.016        56040.2       0.114967E-001   3437.06     
  874.747        56040.2       0.114967E-001   3436.47     
  880.478        56040.2       0.114967E-001   3435.88     
  886.209        56040.2       0.114967E-001   3435.28     
  891.940        56040.2       0.114967E-001   3434.69     
  897.671        56040.2       0.114967E-001   3434.09     
  903.402        56040.2       0.114967E-001   3433.50     
  909.133        56040.2       0.114967E-001   3432.90     
  914.863        56040.2       0.114967E-001   3432.30     
  920.594        56040.2       0.114967E-001   3431.71     
  926.325        56040.2       0.114967E-001   3431.11     
  932.056        56040.2       0.114967E-001   3430.51     
  937.787        56040.2       0.114967E-001   3429.91     
  943.518        56040.2       0.114967E-001   3429.31     
  949.249        56040.2       0.114967E-001   3428.71     
  954.980        56040.2       0.114967E-001   3428.11     
  960.711        56040.2       0.114967E-001   3427.50     
  966.442        56040.2       0.114967E-001   3426.90     
  972.173        56040.2       0.114967E-001   3426.30     
  977.904        56040.2       0.114967E-001   3425.69     
  983.635        56040.2       0.114967E-001   3425.09     
  989.365        56040.2       0.114967E-001   3424.48     
  995.096        56040.2       0.114967E-001   3423.88     
  1000.83        56040.2       0.114967E-001   3423.27     
  1006.56        56040.2       0.114967E-001   3422.66     
  1012.29        56040.2       0.114967E-001   3422.05     
  1018.02        56040.2       0.114967E-001   3421.44     
  1023.75        56040.2       0.114967E-001   3420.84     
  1029.48        56040.2       0.114967E-001   3420.23     
  1035.21        56040.2       0.114967E-001   3419.61     
  1040.94        56040.2       0.114967E-001   3419.00     
  1046.67        56040.2       0.114967E-001   3418.38     
  1052.41        56040.2       0.114967E-001   3417.78     
  1058.14        56040.2       0.114967E-001   3417.16     
  1063.87        56040.2       0.114967E-001   3416.55     
  1069.60        56040.2       0.114967E-001   3415.93     
  1075.33        56040.2       0.114967E-001   3415.32     
  1081.06        56040.2       0.114967E-001   3414.70     
  1086.79        56040.2       0.114967E-001   3414.08     
  1092.52        56040.2       0.114967E-001   3413.46     
  1098.25        56040.2       0.114967E-001   3412.84     
  1103.98        56040.2       0.114967E-001   3412.22     
  1109.71        56040.2       0.114967E-001   3411.60     
  1115.45        56040.2       0.114967E-001   3410.98     
  1121.18        56040.2       0.114967E-001   3410.36     
  1126.91        56040.2       0.114967E-001   3409.73     
  1132.64        56040.2       0.114967E-001   3409.11     
  1138.37        56040.2       0.114967E-001   3408.49     
  1144.10        56040.2       0.114967E-001   3407.87     
  1149.83        56040.2       0.114967E-001   3407.24     
  1155.56        56040.2       0.114967E-001   3406.61     
  1161.29        56040.2       0.114967E-001   3405.99     
  1167.02        56040.2       0.114967E-001   3405.35     
  1172.76        56040.2       0.114967E-001   3404.73     
  1178.49        56040.2       0.114967E-001   3404.10     
  1184.22        56040.2       0.114967E-001   3403.47     
  1189.95        56040.2       0.114967E-001   3402.84     
  1195.68        56040.2       0.114967E-001   3402.21     
  1201.41        56040.2       0.114967E-001   3401.57     
  1207.14        56040.2       0.114967E-001   3400.94     
